"AP Number","Sex","Education Level","Award Type 01","Award Type 02","Award Type 03","Award Type 04","Award Type 05","Award Type 06","Award Type 07","Award Type 08","AI Street Address 1","AI Street Address 2","AI Street Address 3","AI State","AI Zip Code","Race","AI Code","AI Institution Name","RACE_ETH_","DISTRICT NAME","Exam Code 01","Exam Grade 01","Admin Year 01","Award Year 01","Exam Code 02","Exam Grade 02","Admin Year 02","Award Year 02","Exam Code 03","Exam Grade 03","Admin Year 03","Award Year 03","Exam Code 04","Exam Grade 04","Admin Year 04","Award Year 04","Exam Code 05","Exam Grade 05","Admin Year 05","Award Year 05","Exam Code 06","Exam Grade 06","Admin Year 06","Award Year 06","Exam Code 07","Exam Grade 07","Admin Year 07","Award Year 07","Exam Code 08","Exam Grade 08","Admin Year 08","Award Year 08"
"2069","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","34",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","90",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3413","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","93",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0209","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"NON_HISP_LAT","15","Banneker High School","NON_HISP_LAT","AIUR","34",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395","M","6","None","None",NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","85",1,11,11,"66",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","15",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0397","F","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","82",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4323","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","87",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0874","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"AFRICANAMERICAN","15","Banneker High School","AFRICANAMERICAN","AIUR","57",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4476","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","76",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","75",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467","M","6","None","None",NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","83",3,11,11,"83",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4653","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","13",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"ASIAN","07","Alpharetta High School","ASIAN","AIUR","93",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3578","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"MEXICAN","18","Centennial High School","MEXICAN","AIUR","66",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"INDIAN_ALASKAN","19","Milton High School","INDIAN_ALASKAN","AIUR","35",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0994","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"WHITE","12","Johns Creek High School","WHITE","AIUR","93",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"WHITE","05","Independence High School","WHITE","AIUR","87",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4687","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"AFRICANAMERICAN","15","Banneker High School","AFRICANAMERICAN","AIUR","85",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232","F","6","None","None","None",NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","66",4,11,11,"35",2,11,11,"75",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0170","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"ASIAN","09","Chattahoochee High School","ASIAN","AIUR","90",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"MEXICAN","09","Chattahoochee High School","MEXICAN","AIUR","84",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0478","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"ASIAN","09","Chattahoochee High School","ASIAN","AIUR","75",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","M","6","None",NA,NA,NA,NA,NA,NA,NA,"12805 Birmingham Highway",NA,"Alpharetta","GA",30004,"WHITE","11","Northwestern Middle School","WHITE","AIUR","36",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3585","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","07",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3218","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"MEXICAN","12","Johns Creek High School","MEXICAN","AIUR","75",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","F","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"WHITE","05","Independence High School","WHITE","AIUR","25",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","20",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"HAWAIIAN_PI","12","Johns Creek High School","HAWAIIAN_PI","AIUR","20",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4196","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"AFRICANAMERICAN","05","Independence High School","AFRICANAMERICAN","AIUR","87",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4258","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"WHITE","12","Johns Creek High School","WHITE","AIUR","07",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0978","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"WHITE","21","Tri-Cities High School","WHITE","AIUR","87",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0836","M","6","01","01","01","01",NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","87",2,11,11,"25",3,11,11,"20",5,11,11,"90",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"AFRICANAMERICAN","14","Hapeville Career Academy","AFRICANAMERICAN","AIUR","93",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4463","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"AFRICANAMERICAN","05","Independence High School","AFRICANAMERICAN","AIUR","57",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4630","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","07",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"WHITE","21","Tri-Cities High School","WHITE","AIUR","83",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0688","F","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"MULTIETHNIC","18","Centennial High School","MULTIETHNIC","AIUR","90",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4293","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"NON_HISP_LAT","02","Creekside High School","NON_HISP_LAT","AIUR","07",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","87",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","93",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4797","M","6","None","None",NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"AFRICANAMERICAN","03","Roswell High School","AFRICANAMERICAN","AIUR","83",4,11,11,"83",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"AFRICANAMERICAN","08","Frank McClarin High School","AFRICANAMERICAN","AIUR","57",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0221","F","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","20",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","36",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0412","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"MEXICAN","14","Hapeville Career Academy","MEXICAN","AIUR","87",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2509","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"CUBAN","12","Johns Creek High School","CUBAN","AIUR","53",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","37",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"WHITE","14","Hapeville Career Academy","WHITE","AIUR","87",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0365","M","6","None","None","None",NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"NON_HISP_LAT","14","Hapeville Career Academy","NON_HISP_LAT","AIUR","36",5,11,11,"87",2,11,11,"36",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0540","M","6","None","None","None",NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","07",2,11,11,"83",1,11,11,"76",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"WHITE","09","Chattahoochee High School","WHITE","AIUR","84",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0409","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","07",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4600","F","6","None","None","None","None",NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"WHITE","09","Chattahoochee High School","WHITE","AIUR","36",1,11,11,"07",1,11,11,"87",1,11,11,"36",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0466","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","40",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0956","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"AFRICANAMERICAN","05","Independence High School","AFRICANAMERICAN","AIUR","36",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0301","F","6","None","None",NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","07",5,11,11,"36",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4532","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"PUERTORICAN","08","Frank McClarin High School","PUERTORICAN","AIUR","83",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4725","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"MEXICAN","05","Independence High School","MEXICAN","AIUR","07",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","84",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4092","F","6","None","None","None",NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"AFRICANAMERICAN","12","Johns Creek High School","AFRICANAMERICAN","AIUR","43",1,11,11,"20",3,11,11,"07",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","07",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194","F","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"NON_HISP_LAT","18","Centennial High School","NON_HISP_LAT","AIUR","76",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4117","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","76",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0938","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","93",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","F","6","01","01","01",NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","40",3,11,11,"75",3,11,11,"07",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","36",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3760","F","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","84",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4984","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","83",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4142","M","6","None","None",NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"MEXICAN","04","Northview High School","MEXICAN","AIUR","87",2,11,11,"93",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","F","6","None","None",NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"ASIAN","15","Banneker High School","ASIAN","AIUR","07",4,11,11,"43",3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0022","F","6","None",NA,NA,NA,NA,NA,NA,NA,"4100 Old Milton Parkway","Suite 100","Alpharetta","GA",30005,"WHITE","10","Fulton Science Charter High Sc","WHITE","AIUR","36",4,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","F","6","None",NA,NA,NA,NA,NA,NA,NA,"4100 Old Milton Parkway","Suite 100","Alpharetta","GA",30005,"WHITE","10","Fulton Science Charter High Sc","WHITE","AIUR","75",1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4129","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"AFRICANAMERICAN","14","Hapeville Career Academy","AFRICANAMERICAN","AIUR","07",5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3167","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"HISP_LAT","09","Chattahoochee High School","HISP_LAT","AIUR","87",2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
